ID,FED,TITLE,LASTNAME,FIRSTNAME,GAMES,RATING,RD,STATUS
896188,PHI,CCE,Javier, Guilbert,126,2315,92,
896330,PHI,,Javier, Kelvin,8,1435,163,
896032,PHI,,Jucutan, Eduardo,7,1800,250,i
896004,PHI,,Khu, K.,7,1800,250,i
896016,PHI,,Lachica Jr., Cesar G.,25,2269,104,
896304,PHI,,Lagria, Michael Antonio,13,1833,140,
896019,PHI,,Linatoc, Ben,6,1800,250,i
896226,PHI,,Lopez Cacayan, Clifford,80,1989,91,
896367,PHI,,Lopez, Henry,0,2068,150,i
896194,PHI,,Lopez, Saldy,0,1800,250,i
896072,PHI,,Mabeza, Clark Ian,0,1800,250,i
896285,PHI,,Madrid, Rei.iane,20,1359,116,
896025,PHI,,Malagar, Leo,64,1877,103,i
896217,PHI,CCM,Manaois, Manolito,181,2324,81,
896264,PHI,,Manilay, Frederick,18,2071,118,
896225,PHI,,Marayag, Jose Salvador,51,1953,102,
896037,PHI,,Masangcay, Felix-Joey M.,0,1800,250,i
896286,PHI,,Mauricio, Darwin,14,1307,129,
896220,PHI,,Medina, Ferdimarc,14,1721,129,i
896015,PHI,,Mendoza, Ruel P.,0,1800,250,i
896161,PHI,,Mialdo, Arfe,6,1800,250,i
896360,PHI,,Miranda, Carl Josh,0,1800,250,
896338,PHI,,Moreno, Luis Zamora,0,1800,250,i
896002,PHI,,Ng, Willy C.,98,1656,99,
896096,PHI,,Nuto, Marceliano Jr.,6,1800,250,i
896031,PHI,,Obadilla, Mitchelle,7,1800,250,i
896221,PHI,,Obana, Arbie Rheiza,47,1990,101,
896214,PHI,,Obana, Servillano jr,134,2170,87,
511689,PHI,,Ong, Allan,277,1222,103,i
896117,PHI,,Ozoa, Manuel Zosimo,0,1800,250,i
896070,PHI,,Pabico, Cim,0,1800,250,i
896029,PHI,CCM,Padilla, Eribert S.,252,2276,80,
896306,PHI,CCM,Pagaran, Michael Joseph,152,2405,81,
896007,PHI,,Page, Edmund C.,10,1800,250,i
896005,PHI,,Pagunsan, Franklin M.,0,1800,250,i
511763,PHI,,Pagunsan, Nilo M.,0,1800,250,i
896277,PHI,,Pahamtang, Rigil Kent Rosell,16,1602,122,
896336,PHI,,Paraguya, Voltaire Marc,0,1800,250,
896337,PHI,,Paraguya, Yuri Lei,2,1405,217,
896006,PHI,,Pascual, Orlando B.,95,2054,103,i
896082,PHI,,Pelias, Allan,6,1800,250,i
896062,PHI,CCM,Perez, Brigiliano,198,2320,81,
896231,PHI,,Perez, Elah Sarelle,41,2190,102,
896308,PHI,,Pesigan, Rusty Joshua,8,1548,163,
896256,PHI,,phua, marvin,10,1528,150,
896262,PHI,,Piel, Jaymiel,27,2095,102,
896282,PHI,,Posadas, Jesus Basilio,46,2207,85,
896242,PHI,,Quilang, Aaron James,82,2212,84,
896268,PHI,,Ramones, Romark,8,1461,163,
896098,PHI,CCM,Ramos, Francis A.,527,2406,68,
896222,PHI,,Ramos, Norwin,18,1350,118,i
896349,PHI,,Ricafort, Kleizmer,10,2009,161,
896251,PHI,CCE,Rosales, Ralph Christian,123,2341,86,
896345,PHI,,Rosini, Josh,0,1800,250,
896378,PHI,,Sampang, Prince Diether,0,1800,250,
896023,PHI,,San Juan, Penn,0,1800,250,i
896342,PHI,,Sanchez, Marfred,2,1944,219,
896152,PHI,,Santos, Joseph Rodolfo,0,1800,250,i
896351,PHI,,Scott, Peter,1,1799,234,
896280,PHI,,Serna, Joselito,90,1616,85,
896236,PHI,,Simplina Ubeda, Roma Aurora,96,2289,97,
896209,PHI,,Simplina, Ardie Boy,87,1677,97,
517765,PHI,CCM,Simplina, Arthur,351,2291,80,
896207,PHI,CCM,Simplina, Pancho Amor,348,2393,80,
896212,PHI,,Simplina, Roma Asea,25,1461,103,
896100,PHI,CCM,Sinsuat, Datuali,237,2388,80,
896228,PHI,,Sodela, Jaycol,2,1433,222,i
896008,PHI,CCE,Sopungco, Alwin A.,56,2229,84,
896366,PHI,,Sta.Ana, Jacob,0,1800,250,
896315,PHI,,Suter, Anatalio,,,,
896323,PHI,,Suter, Nathalie,18,2226,120,
896325,PHI,,Suter, Nayelie,5,1863,189,
896013,PHI,,Tabada, Jobannie C.,10,1800,250,i
896312,PHI,,Tabanao, Neil Bryan,0,1800,250,
896010,PHI,CCM,Tabudlong, Ronnie M.,148,2222,74,
896018,PHI,,Tacda, Vincent,5,1800,250,i
896215,PHI,CCE,Tagoc, Charlie,132,2188,91,
896322,PHI,,Taguba, Jesus Caesar,14,1527,129,
896363,PHI,,Talibo, Warlito Jr.,0,1800,250,
896216,PHI,,Tamani, Donald,41,1410,103,i
896014,PHI,,Tamayo, Fernando Damaso,20,1833,113,i
896051,PHI,,Tamayo, Joseph Emmanuel,0,1800,250,i
896039,PHI,,Tan, Rufilo Jr.,0,1800,250,i
896355,PHI,,Tapic, King Daniel,0,1800,250,
896240,PHI,CCM,Tautho, Diego,179,2276,91,
896009,PHI,,Taylor, Jefferson U.,10,1800,250,i
896238,PHI,,Timbreza, Hanz,10,1492,150,
896011,PHI,,Tolentino, Angelo M.,10,1800,250,i
896035,PHI,,Tuason III, Joseph,7,1800,250,i
896227,PHI,,Tugade, Jefferson,32,1549,103,
896185,PHI,,Valdez, Mark Dominick,6,1800,250,i
896045,PHI,,Vegara, Ron,0,1800,250,i
896049,PHI,,Vergara, Ron,0,1800,250,i
896127,PHI,,Yen, Alvin,45,1995,88,
