ID,FED,TITLE,LASTNAME,FIRSTNAME,GAMES,RATING,RD,STATUS
896221,PHI,,Obana, Arbie Rheiza,50,2016,109,
896214,PHI,CCE,Obana, Servillano jr,180,2215,74,
511689,PHI,,Ong, Allan,277,1222,115,i
896117,PHI,,Ozoa, Manuel Zosimo,0,1800,250,i
896070,PHI,,Pabico, Cim,0,1800,250,i
896029,PHI,CCM,Padilla, Eribert S.,309,2325,72,
896306,PHI,CCM,Pagaran, Michael Joseph,233,2386,67,
896007,PHI,,Page, Edmund C.,10,1800,250,i
896005,PHI,,Pagunsan, Franklin M.,0,1800,250,i
511763,PHI,,Pagunsan, Nilo M.,0,1800,250,i
896277,PHI,,Pahamtang, Rigil Kent Rosell,16,1602,122,i
896336,PHI,,Paraguya, Voltaire Marc,4,1478,198,
896337,PHI,,Paraguya, Yuri Lei,2,1405,217,
896006,PHI,,Pascual, Orlando B.,95,2054,115,i
896082,PHI,,Pelias, Allan,6,1800,250,i
896062,PHI,CCM,Perez, Brigiliano,251,2361,72,
896231,PHI,,Perez, Elah Sarelle,52,2168,102,
896308,PHI,,Pesigan, Rusty Joshua,10,1443,152,
896256,PHI,,phua, marvin,10,1528,150,i
896262,PHI,,Piel, Jaymiel,28,2064,113,
896282,PHI,,Posadas, Jesus Basilio,59,2256,89,
896242,PHI,,Quilang, Aaron James,122,2219,76,
896268,PHI,,Ramones, Romark,8,1461,163,i
896098,PHI,SIM,Ramos, Francis A.,706,2462,53,
896222,PHI,,Ramos, Norwin,18,1350,120,i
896349,PHI,CCM,Ricafort, Kleizmer,130,2309,63,
896251,PHI,CCM,Rosales, Ralph Christian,161,2381,78,
896345,PHI,,Rosini, Josh,0,1800,250,
896378,PHI,,Sampang, Prince Diether,0,1800,250,
896023,PHI,,San Juan, Penn,0,1800,250,i
896342,PHI,,Sanchez, Marfred,29,1449,111,
896152,PHI,,Santos, Joseph Rodolfo,0,1800,250,i
896351,PHI,,Scott, Peter,6,1580,180,
896280,PHI,,Serna, Joselito,187,2022,59,
896236,PHI,CCE,Simplina Ubeda, Roma Aurora,135,2307,82,
896209,PHI,,Simplina, Ardie Boy,95,1812,100,
517765,PHI,CCM,Simplina, Arthur,403,2317,73,
896207,PHI,IM,Simplina, Pancho Amor,496,2408,55,
896212,PHI,,Simplina, Roma Asea,25,1461,115,i
896100,PHI,CCM,Sinsuat, Datuali,303,2426,70,
896228,PHI,,Sodela, Jaycol,2,1433,222,i
896008,PHI,CCE,Sopungco, Alwin A.,93,2354,78,
896366,PHI,,Sta.Ana, Jacob,6,1272,181,
896315,PHI,CCE,Suter, Anatalio,,,,
896323,PHI,,Suter, Nathalie,33,2105,107,
896325,PHI,,Suter, Nayelie,11,2164,153,
896013,PHI,,Tabada, Jobannie C.,10,1800,250,i
896312,PHI,,Tabanao, Neil Bryan,0,1800,250,i
896010,PHI,CCM,Tabudlong, Ronnie M.,184,2312,75,
896018,PHI,,Tacda, Vincent,5,1800,250,i
896215,PHI,CCE,Tagoc, Charlie,201,2306,69,
896322,PHI,,Taguba, Jesus Caesar,14,1527,129,
896363,PHI,,Talibo, Warlito Jr.,5,1334,189,
896216,PHI,,Tamani, Donald,41,1410,115,i
896014,PHI,,Tamayo, Fernando Damaso,20,1833,120,i
896051,PHI,,Tamayo, Joseph Emmanuel,0,1800,250,i
896039,PHI,,Tan, Rufilo Jr.,0,1800,250,i
896355,PHI,,Tapic, King Daniel,8,1860,170,
896240,PHI,CCM,Tautho, Diego,257,2321,68,
896009,PHI,,Taylor, Jefferson U.,10,1800,250,i
896238,PHI,,Timbreza, Hanz,10,1492,150,i
896011,PHI,,Tolentino, Angelo M.,10,1800,250,i
896035,PHI,,Tuason III, Joseph,7,1800,250,i
896227,PHI,,Tugade, Jefferson,32,1549,115,i
896185,PHI,,Valdez, Mark Dominick,6,1800,250,i
896045,PHI,,Vegara, Ron,0,1800,250,i
896049,PHI,,Vergara, Ron,0,1800,250,i
896127,PHI,,Yen, Alvin,64,1720,85,
